GAME_ID,LAST_GAME_ID,LAST_GAME_DATE_EST,LAST_GAME_HOME_TEAM_ID,LAST_GAME_HOME_TEAM_CITY,LAST_GAME_HOME_TEAM_NAME,LAST_GAME_HOME_TEAM_ABBREVIATION,LAST_GAME_HOME_TEAM_POINTS,LAST_GAME_VISITOR_TEAM_ID,LAST_GAME_VISITOR_TEAM_CITY,LAST_GAME_VISITOR_TEAM_NAME,LAST_GAME_VISITOR_TEAM_CITY1,LAST_GAME_VISITOR_TEAM_POINTS
12000001,21900867,2020-02-26T00:00:00,1610612737,Atlanta,Hawks,ATL,120,1610612753,Orlando,Magic,ORL,130
12000002,21900955,2020-03-08T00:00:00,1610612765,Detroit,Pistons,DET,84,1610612752,New York,Knicks,NYK,96
12000003,21900129,2019-11-09T00:00:00,1610612741,Chicago,Bulls,CHI,94,1610612745,Houston,Rockets,HOU,117
12000004,21901232,2020-07-30T00:00:00,1610612747,Los Angeles,Lakers,LAL,103,1610612746,LA,Clippers,LAC,101
12000005,21900945,2020-03-07T00:00:00,1610612757,Portland,Trail Blazers,POR,111,1610612758,Sacramento,Kings,SAC,123
12000006,21900879,2020-02-28T00:00:00,1610612766,Charlotte,Hornets,CHA,99,1610612761,Toronto,Raptors,TOR,96
12000007,21900890,2020-02-29T00:00:00,1610612739,Cleveland,Cavaliers,CLE,104,1610612754,Indiana,Pacers,IND,113
12000008,21900846,2020-02-23T00:00:00,1610612759,San Antonio,Spurs,SAS,103,1610612760,Oklahoma City,Thunder,OKC,131
12000009,21901284,2020-08-08T00:00:00,1610612749,Milwaukee,Bucks,MIL,132,1610612742,Dallas,Mavericks,DAL,136
12000010,21900551,2020-01-07T00:00:00,1610612750,Minnesota,Timberwolves,MIN,112,1610612763,Memphis,Grizzlies,MEM,119
12000011,21900913,2020-03-03T00:00:00,1610612744,Golden State,Warriors,GSW,116,1610612743,Denver,Nuggets,DEN,100
12000012,11900108,2020-07-23T00:00:00,1610612762,Utah,Jazz,UTA,88,1610612756,Phoenix,Suns,PHX,101
12000013,12000001,2020-12-11T00:00:00,1610612737,Atlanta,Hawks,ATL,112,1610612753,Orlando,Magic,ORL,116
12000014,21901244,2020-08-02T00:00:00,1610612751,Brooklyn,Nets,BKN,118,1610612764,Washington,Wizards,WAS,110
12000015,12000002,2020-12-11T00:00:00,1610612765,Detroit,Pistons,DET,84,1610612752,New York,Knicks,NYK,90
12000016,12000003,2020-12-11T00:00:00,1610612741,Chicago,Bulls,CHI,104,1610612745,Houston,Rockets,HOU,125
12000017,12000005,2020-12-11T00:00:00,1610612757,Portland,Trail Blazers,POR,127,1610612758,Sacramento,Kings,SAC,102
12000018,12000004,2020-12-11T00:00:00,1610612747,Los Angeles,Lakers,LAL,87,1610612746,LA,Clippers,LAC,81
12000019,12000007,2020-12-12T00:00:00,1610612739,Cleveland,Cavaliers,CLE,107,1610612754,Indiana,Pacers,IND,104
12000020,12000006,2020-12-12T00:00:00,1610612766,Charlotte,Hornets,CHA,100,1610612761,Toronto,Raptors,TOR,111
12000021,21900936,2020-03-06T00:00:00,1610612748,Miami,Heat,MIA,104,1610612740,New Orleans,Pelicans,NOP,110
12000022,12000009,2020-12-12T00:00:00,1610612749,Milwaukee,Bucks,MIL,102,1610612742,Dallas,Mavericks,DAL,112
12000023,12000010,2020-12-12T00:00:00,1610612750,Minnesota,Timberwolves,MIN,105,1610612763,Memphis,Grizzlies,MEM,107
12000024,12000012,2020-12-12T00:00:00,1610612762,Utah,Jazz,UTA,119,1610612756,Phoenix,Suns,PHX,105
12000025,41900124,2020-08-23T00:00:00,1610612755,Philadelphia,76ers,PHI,106,1610612738,Boston,Celtics,BOS,110
12000026,21901298,2020-08-11T00:00:00,1610612745,Houston,Rockets,HOU,105,1610612759,San Antonio,Spurs,SAS,123
12000027,21900863,2020-02-25T00:00:00,1610612758,Sacramento,Kings,SAC,112,1610612744,Golden State,Warriors,GSW,94
12000028,21900742,2020-02-03T00:00:00,1610612752,New York,Knicks,NYK,139,1610612739,Cleveland,Cavaliers,CLE,134
12000029,21900859,2020-02-25T00:00:00,1610612760,Oklahoma City,Thunder,OKC,124,1610612741,Chicago,Bulls,CHI,122
12000030,21901272,2020-08-06T00:00:00,1610612743,Denver,Nuggets,DEN,115,1610612757,Portland,Trail Blazers,POR,125
12000031,21900801,2020-02-10T00:00:00,1610612756,Phoenix,Suns,PHX,100,1610612747,Los Angeles,Lakers,LAL,125
12000032,21900741,2020-02-03T00:00:00,1610612753,Orlando,Magic,ORL,112,1610612766,Charlotte,Hornets,CHA,100
12000033,21900639,2020-01-20T00:00:00,1610612764,Washington,Wizards,WAS,106,1610612765,Detroit,Pistons,DET,100
12000034,12000026,2020-12-15T00:00:00,1610612745,Houston,Rockets,HOU,112,1610612759,San Antonio,Spurs,SAS,98
12000035,21900943,2020-03-07T00:00:00,1610612763,Memphis,Grizzlies,MEM,118,1610612737,Atlanta,Hawks,ATL,101
12000036,21900896,2020-03-01T00:00:00,1610612742,Dallas,Mavericks,DAL,111,1610612750,Minnesota,Timberwolves,MIN,91
12000037,21900485,2019-12-28T00:00:00,1610612746,LA,Clippers,LAC,107,1610612762,Utah,Jazz,UTA,120
12000038,12000027,2020-12-15T00:00:00,1610612758,Sacramento,Kings,SAC,114,1610612744,Golden State,Warriors,GSW,113
12000039,21901242,2020-08-01T00:00:00,1610612754,Indiana,Pacers,IND,127,1610612755,Philadelphia,76ers,PHI,121
12000040,21901250,2020-08-03T00:00:00,1610612761,Toronto,Raptors,TOR,107,1610612748,Miami,Heat,MIA,103
12000041,21901267,2020-08-05T00:00:00,1610612738,Boston,Celtics,BOS,149,1610612751,Brooklyn,Nets,BKN,115
12000042,12000028,2020-12-16T00:00:00,1610612752,New York,Knicks,NYK,100,1610612739,Cleveland,Cavaliers,CLE,93
12000043,11900127,2020-07-27T00:00:00,1610612740,New Orleans,Pelicans,NOP,124,1610612749,Milwaukee,Bucks,MIL,103
12000044,12000029,2020-12-16T00:00:00,1610612760,Oklahoma City,Thunder,OKC,103,1610612741,Chicago,Bulls,CHI,124
12000045,12000030,2020-12-16T00:00:00,1610612743,Denver,Nuggets,DEN,126,1610612757,Portland,Trail Blazers,POR,95
12000046,12000031,2020-12-16T00:00:00,1610612756,Phoenix,Suns,PHX,107,1610612747,Los Angeles,Lakers,LAL,112
12000047,12000032,2020-12-17T00:00:00,1610612753,Orlando,Magic,ORL,115,1610612766,Charlotte,Hornets,CHA,123
12000048,12000033,2020-12-17T00:00:00,1610612764,Washington,Wizards,WAS,86,1610612765,Detroit,Pistons,DET,97
12000049,12000035,2020-12-17T00:00:00,1610612763,Memphis,Grizzlies,MEM,128,1610612737,Atlanta,Hawks,ATL,106
12100001,22000800,2021-04-10T00:00:00,1610612747,Los Angeles,Lakers,LAL,126,1610612751,Brooklyn,Nets,BKN,101
12100002,22000484,2021-02-23T00:00:00,1610612761,Toronto,Raptors,TOR,102,1610612755,Philadelphia,76ers,PHI,109
12100003,22000990,2021-05-05T00:00:00,1610612738,Boston,Celtics,BOS,132,1610612753,Orlando,Magic,ORL,96
12100004,22000898,2021-04-23T00:00:00,1610612748,Miami,Heat,MIA,103,1610612737,Atlanta,Hawks,ATL,118
12100005,22000962,2021-05-01T00:00:00,1610612750,Minnesota,Timberwolves,MIN,136,1610612740,New Orleans,Pelicans,NOP,140
12100006,22000781,2021-04-07T00:00:00,1610612760,Oklahoma City,Thunder,OKC,102,1610612766,Charlotte,Hornets,CHA,113
12100007,22000996,2021-05-05T00:00:00,1610612759,San Antonio,Spurs,SAS,94,1610612762,Utah,Jazz,UTA,126
12100008,22000550,2021-03-03T00:00:00,1610612757,Portland,Trail Blazers,POR,108,1610612744,Golden State,Warriors,GSW,106
12100009,22000843,2021-04-15T00:00:00,1610612758,Sacramento,Kings,SAC,114,1610612756,Phoenix,Suns,PHX,122
12100010,22000966,2021-05-01T00:00:00,1610612746,LA,Clippers,LAC,104,1610612743,Denver,Nuggets,DEN,110
12100011,22000515,2021-02-27T00:00:00,1610612752,New York,Knicks,NYK,110,1610612754,Indiana,Pacers,IND,107
12100012,22000881,2021-04-21T00:00:00,1610612741,Chicago,Bulls,CHI,105,1610612739,Cleveland,Cavaliers,CLE,121
12100013,22000421,2021-02-15T00:00:00,1610612745,Houston,Rockets,HOU,119,1610612764,Washington,Wizards,WAS,131
12100014,22000859,2021-04-17T00:00:00,1610612763,Memphis,Grizzlies,MEM,128,1610612749,Milwaukee,Bucks,MIL,115
12100015,22000895,2021-04-22T00:00:00,1610612765,Detroit,Pistons,DET,91,1610612759,San Antonio,Spurs,SAS,106
12100016,22000597,2021-03-14T00:00:00,1610612737,Atlanta,Hawks,ATL,100,1610612739,Cleveland,Cavaliers,CLE,82
12100017,22000893,2021-04-22T00:00:00,1610612740,New Orleans,Pelicans,NOP,135,1610612753,Orlando,Magic,ORL,100
12100018,22000764,2021-04-05T00:00:00,1610612742,Dallas,Mavericks,DAL,111,1610612762,Utah,Jazz,UTA,103
12100019,22000903,2021-04-23T00:00:00,1610612744,Golden State,Warriors,GSW,118,1610612743,Denver,Nuggets,DEN,97
12100020,42000156,2021-06-03T00:00:00,1610612756,Phoenix,Suns,PHX,113,1610612747,Los Angeles,Lakers,LAL,100
12100021,22000366,2021-02-07T00:00:00,1610612746,LA,Clippers,LAC,110,1610612758,Sacramento,Kings,SAC,113
12100022,22000386,2021-02-10T00:00:00,1610612766,Charlotte,Hornets,CHA,114,1610612763,Memphis,Grizzlies,MEM,130
12100023,12100002,2021-10-04T00:00:00,1610612755,Philadelphia,76ers,PHI,107,1610612761,Toronto,Raptors,TOR,123
12100024,22000871,2021-04-19T00:00:00,1610612745,Houston,Rockets,HOU,91,1610612748,Miami,Heat,MIA,113
12100025,22001027,2021-05-10T00:00:00,1610612739,Cleveland,Cavaliers,CLE,102,1610612754,Indiana,Pacers,IND,111
12100026,42000217,2021-06-19T00:00:00,1610612751,Brooklyn,Nets,BKN,111,1610612749,Milwaukee,Bucks,MIL,115
12100027,22000548,2021-03-03T00:00:00,1610612741,Chicago,Bulls,CHI,128,1610612740,New Orleans,Pelicans,NOP,124
12100028,42000177,2021-06-06T00:00:00,1610612742,Dallas,Mavericks,DAL,111,1610612746,LA,Clippers,LAC,126
12100029,22000938,2021-04-28T00:00:00,1610612759,San Antonio,Spurs,SAS,111,1610612748,Miami,Heat,MIA,116
12100030,22001052,2021-05-13T00:00:00,1610612743,Denver,Nuggets,DEN,114,1610612750,Minnesota,Timberwolves,MIN,103
12100031,52000121,2021-05-19T00:00:00,1610612744,Golden State,Warriors,GSW,100,1610612747,Los Angeles,Lakers,LAL,103
12100032,22000552,2021-03-04T00:00:00,1610612738,Boston,Celtics,BOS,132,1610612761,Toronto,Raptors,TOR,125
12100033,22000679,2021-03-25T00:00:00,1610612764,Washington,Wizards,WAS,102,1610612752,New York,Knicks,NYK,106
12100034,22000780,2021-04-07T00:00:00,1610612763,Memphis,Grizzlies,MEM,131,1610612737,Atlanta,Hawks,ATL,113
12100035,22000816,2021-04-12T00:00:00,1610612753,Orlando,Magic,ORL,97,1610612759,San Antonio,Spurs,SAS,120
12100036,12100012,2021-10-05T00:00:00,1610612739,Cleveland,Cavaliers,CLE,95,1610612741,Chicago,Bulls,CHI,131
12100037,22000453,2021-02-19T00:00:00,1610612749,Milwaukee,Bucks,MIL,98,1610612760,Oklahoma City,Thunder,OKC,85
12100038,12100020,2021-10-06T00:00:00,1610612747,Los Angeles,Lakers,LAL,105,1610612756,Phoenix,Suns,PHX,117
12100039,22000657,2021-03-22T00:00:00,1610612761,Toronto,Raptors,TOR,99,1610612745,Houston,Rockets,HOU,117
12100040,22000969,2021-05-02T00:00:00,1610612748,Miami,Heat,MIA,121,1610612766,Charlotte,Hornets,CHA,111
12100041,22000830,2021-04-14T00:00:00,1610612755,Philadelphia,76ers,PHI,123,1610612751,Brooklyn,Nets,BKN,117
12100042,22000999,2021-05-06T00:00:00,1610612763,Memphis,Grizzlies,MEM,97,1610612765,Detroit,Pistons,DET,111
12100043,22000533,2021-03-01T00:00:00,1610612762,Utah,Jazz,UTA,124,1610612740,New Orleans,Pelicans,NOP,129
12100044,22000558,2021-03-04T00:00:00,1610612757,Portland,Trail Blazers,POR,123,1610612758,Sacramento,Kings,SAC,119
12100045,22000867,2021-04-18T00:00:00,1610612746,LA,Clippers,LAC,124,1610612750,Minnesota,Timberwolves,MIN,105
12100046,22000997,2021-05-06T00:00:00,1610612764,Washington,Wizards,WAS,131,1610612761,Toronto,Raptors,TOR,129
12100047,12100031,2021-10-08T00:00:00,1610612747,Los Angeles,Lakers,LAL,114,1610612744,Golden State,Warriors,GSW,121
12100048,22000164,2021-01-13T00:00:00,1610612766,Charlotte,Hornets,CHA,93,1610612742,Dallas,Mavericks,DAL,104
12100049,22000811,2021-04-11T00:00:00,1610612754,Indiana,Pacers,IND,132,1610612763,Memphis,Grizzlies,MEM,125
12100063,22000850,2021-04-16T00:00:00,1610612741,Chicago,Bulls,CHI,115,1610612763,Memphis,Grizzlies,MEM,126
12100064,22000786,2021-04-08T00:00:00,1610612749,Milwaukee,Bucks,MIL,101,1610612742,Dallas,Mavericks,DAL,116
12100065,22000358,2021-02-06T00:00:00,1610612759,San Antonio,Spurs,SAS,111,1610612745,Houston,Rockets,HOU,106
12100066,12100008,2021-10-04T00:00:00,1610612744,Golden State,Warriors,GSW,121,1610612757,Portland,Trail Blazers,POR,107
12200001,22101117,2022-03-27T00:00:00,1610612764,Washington,Wizards,WAS,123,1610612744,Golden State,Warriors,GSW,115
12200003,22101112,2022-03-26T00:00:00,1610612749,Milwaukee,Bucks,MIL,102,1610612763,Memphis,Grizzlies,MEM,127
12200004,12200001,2022-09-30T00:00:00,1610612744,Golden State,Warriors,GSW,96,1610612764,Washington,Wizards,WAS,87
12200005,22100981,2022-03-09T00:00:00,1610612738,Boston,Celtics,BOS,115,1610612766,Charlotte,Hornets,CHA,101
12200006,22100584,2022-01-07T00:00:00,1610612761,Toronto,Raptors,TOR,122,1610612762,Utah,Jazz,UTA,108
12200007,22101128,2022-03-28T00:00:00,1610612745,Houston,Rockets,HOU,120,1610612759,San Antonio,Spurs,SAS,123
12200009,22100993,2022-03-10T00:00:00,1610612751,Brooklyn,Nets,BKN,129,1610612755,Philadelphia,76ers,PHI,100
12200010,22100957,2022-03-05T00:00:00,1610612763,Memphis,Grizzlies,MEM,124,1610612753,Orlando,Magic,ORL,96
12200011,22101113,2022-03-26T00:00:00,1610612743,Denver,Nuggets,DEN,113,1610612760,Oklahoma City,Thunder,OKC,107
12200012,22100626,2022-01-12T00:00:00,1610612747,Los Angeles,Lakers,LAL,116,1610612758,Sacramento,Kings,SAC,125
12200013,22100362,2021-12-06T00:00:00,1610612746,LA,Clippers,LAC,102,1610612757,Portland,Trail Blazers,POR,90
12200014,22101115,2022-03-27T00:00:00,1610612752,New York,Knicks,NYK,104,1610612765,Detroit,Pistons,DET,102
12200015,22101005,2022-03-12T00:00:00,1610612748,Miami,Heat,MIA,104,1610612750,Minnesota,Timberwolves,MIN,113
12200016,22101098,2022-03-24T00:00:00,1610612741,Chicago,Bulls,CHI,109,1610612740,New Orleans,Pelicans,NOP,126
12200017,22101230,2022-04-10T00:00:00,1610612757,Portland,Trail Blazers,POR,80,1610612762,Utah,Jazz,UTA,111
12200018,22100723,2022-01-26T00:00:00,1610612766,Charlotte,Hornets,CHA,158,1610612754,Indiana,Pacers,IND,126
12200019,22101170,2022-04-03T00:00:00,1610612755,Philadelphia,76ers,PHI,112,1610612739,Cleveland,Cavaliers,CLE,108
12200020,22101127,2022-03-28T00:00:00,1610612738,Boston,Celtics,BOS,112,1610612761,Toronto,Raptors,TOR,115
12200021,22100778,2022-02-02T00:00:00,1610612760,Oklahoma City,Thunder,OKC,120,1610612742,Dallas,Mavericks,DAL,114
12200022,22101189,2022-04-05T00:00:00,1610612747,Los Angeles,Lakers,LAL,110,1610612756,Phoenix,Suns,PHX,121
12200023,22100984,2022-03-09T00:00:00,1610612737,Atlanta,Hawks,ATL,115,1610612749,Milwaukee,Bucks,MIL,124
12200024,22101111,2022-03-26T00:00:00,1610612751,Brooklyn,Nets,BKN,110,1610612748,Miami,Heat,MIA,95
12200026,22100125,2021-11-05T00:00:00,1610612759,San Antonio,Spurs,SAS,102,1610612753,Orlando,Magic,ORL,89
12200028,22101039,2022-03-16T00:00:00,1610612747,Los Angeles,Lakers,LAL,104,1610612750,Minnesota,Timberwolves,MIN,124
12200029,12200005,2022-10-02T00:00:00,1610612766,Charlotte,Hornets,CHA,93,1610612738,Boston,Celtics,BOS,134
12200030,22100564,2022-01-04T00:00:00,1610612752,New York,Knicks,NYK,104,1610612754,Indiana,Pacers,IND,94
12200031,22100357,2021-12-06T00:00:00,1610612741,Chicago,Bulls,CHI,109,1610612743,Denver,Nuggets,DEN,97
12200032,22101206,2022-04-08T00:00:00,1610612745,Houston,Rockets,HOU,115,1610612761,Toronto,Raptors,TOR,117
12200033,22100356,2021-12-06T00:00:00,1610612763,Memphis,Grizzlies,MEM,105,1610612748,Miami,Heat,MIA,90
12200034,22100766,2022-02-01T00:00:00,1610612740,New Orleans,Pelicans,NOP,111,1610612765,Detroit,Pistons,DET,101
12200035,22100755,2022-01-30T00:00:00,1610612742,Dallas,Mavericks,DAL,108,1610612753,Orlando,Magic,ORL,110
12200036,12200023,2022-10-06T00:00:00,1610612749,Milwaukee,Bucks,MIL,113,1610612737,Atlanta,Hawks,ATL,123
12200037,22101076,2022-03-21T00:00:00,1610612761,Toronto,Raptors,TOR,99,1610612741,Chicago,Bulls,CHI,113
12200039,52100131,2022-04-13T00:00:00,1610612759,San Antonio,Spurs,SAS,103,1610612740,New Orleans,Pelicans,NOP,113
12200040,22101202,2022-04-07T00:00:00,1610612744,Golden State,Warriors,GSW,128,1610612747,Los Angeles,Lakers,LAL,112
12200041,22100605,2022-01-09T00:00:00,1610612758,Sacramento,Kings,SAC,88,1610612757,Portland,Trail Blazers,POR,103
12200042,52100121,2022-04-12T00:00:00,1610612746,LA,Clippers,LAC,104,1610612750,Minnesota,Timberwolves,MIN,109
12200043,22101217,2022-04-10T00:00:00,1610612766,Charlotte,Hornets,CHA,124,1610612764,Washington,Wizards,WAS,108
12200044,12200019,2022-10-05T00:00:00,1610612739,Cleveland,Cavaliers,CLE,112,1610612755,Philadelphia,76ers,PHI,113
12200045,22100970,2022-03-07T00:00:00,1610612748,Miami,Heat,MIA,123,1610612745,Houston,Rockets,HOU,106
12200046,22101099,2022-03-24T00:00:00,1610612743,Denver,Nuggets,DEN,130,1610612756,Phoenix,Suns,PHX,140
12200047,22101157,2022-04-01T00:00:00,1610612765,Detroit,Pistons,DET,110,1610612760,Oklahoma City,Thunder,OKC,101
12200048,12200010,2022-10-03T00:00:00,1610612753,Orlando,Magic,ORL,97,1610612763,Memphis,Grizzlies,MEM,109
12200049,42100125,2022-04-27T00:00:00,1610612741,Chicago,Bulls,CHI,100,1610612749,Milwaukee,Bucks,MIL,116
12200050,22101002,2022-03-11T00:00:00,1610612762,Utah,Jazz,UTA,102,1610612759,San Antonio,Spurs,SAS,104
12200051,22100894,2022-02-24T00:00:00,1610612744,Golden State,Warriors,GSW,132,1610612757,Portland,Trail Blazers,POR,95
12200052,52100201,2022-04-15T00:00:00,1610612739,Cleveland,Cavaliers,CLE,101,1610612737,Atlanta,Hawks,ATL,107
12200053,12200030,2022-10-07T00:00:00,1610612754,Indiana,Pacers,IND,114,1610612752,New York,Knicks,NYK,131
12200054,22101161,2022-04-02T00:00:00,1610612755,Philadelphia,76ers,PHI,144,1610612766,Charlotte,Hornets,CHA,114
12200055,22100833,2022-02-10T00:00:00,1610612748,Miami,Heat,MIA,112,1610612740,New Orleans,Pelicans,NOP,97
12200056,22101148,2022-03-31T00:00:00,1610612749,Milwaukee,Bucks,MIL,120,1610612751,Brooklyn,Nets,BKN,119
12200057,12200028,2022-10-06T00:00:00,1610612747,Los Angeles,Lakers,LAL,99,1610612750,Minnesota,Timberwolves,MIN,114
12200058,22101229,2022-04-10T00:00:00,1610612756,Phoenix,Suns,PHX,109,1610612758,Sacramento,Kings,SAC,116
12200059,22101083,2022-03-22T00:00:00,1610612746,LA,Clippers,LAC,115,1610612743,Denver,Nuggets,DEN,127
12200060,22100831,2022-02-10T00:00:00,1610612765,Detroit,Pistons,DET,107,1610612763,Memphis,Grizzlies,MEM,132
12200061,22101040,2022-03-16T00:00:00,1610612759,San Antonio,Spurs,SAS,122,1610612760,Oklahoma City,Thunder,OKC,120
12200062,22101053,2022-03-18T00:00:00,1610612754,Indiana,Pacers,IND,121,1610612745,Houston,Rockets,HOU,118
12200063,22101179,2022-04-05T00:00:00,1610612753,Orlando,Magic,ORL,120,1610612739,Cleveland,Cavaliers,CLE,115
12200064,12200020,2022-10-05T00:00:00,1610612761,Toronto,Raptors,TOR,125,1610612738,Boston,Celtics,BOS,119
12200065,22101204,2022-04-08T00:00:00,1610612752,New York,Knicks,NYK,114,1610612764,Washington,Wizards,WAS,92
12200066,22100706,2022-01-23T00:00:00,1610612750,Minnesota,Timberwolves,MIN,136,1610612751,Brooklyn,Nets,BKN,125
12200067,22101064,2022-03-20T00:00:00,1610612740,New Orleans,Pelicans,NOP,117,1610612737,Atlanta,Hawks,ATL,112
12200068,42100176,2022-04-28T00:00:00,1610612762,Utah,Jazz,UTA,96,1610612742,Dallas,Mavericks,DAL,98
12200069,42100165,2022-04-27T00:00:00,1610612744,Golden State,Warriors,GSW,102,1610612743,Denver,Nuggets,DEN,98
12200070,12200012,2022-10-03T00:00:00,1610612758,Sacramento,Kings,SAC,105,1610612747,Los Angeles,Lakers,LAL,75
12300001,22200865,2023-02-13T00:00:00,1610612750,Minnesota,Timberwolves,MIN,124,1610612742,Dallas,Mavericks,DAL,121
12300002,12300001,2023-10-05T00:00:00,1610612742,Dallas,Mavericks,DAL,99,1610612750,Minnesota,Timberwolves,MIN,111
12300003,42200236,2023-05-12T00:00:00,1610612744,Golden State,Warriors,GSW,101,1610612747,Los Angeles,Lakers,LAL,122
12300004,22201193,2023-04-05T00:00:00,1610612749,Milwaukee,Bucks,MIL,105,1610612741,Chicago,Bulls,CHI,92
12300005,22200794,2023-02-04T00:00:00,1610612765,Detroit,Pistons,DET,100,1610612756,Phoenix,Suns,PHX,116
12300006,42200217,2023-05-14T00:00:00,1610612738,Boston,Celtics,BOS,112,1610612755,Philadelphia,76ers,PHI,88
12300007,22200753,2023-01-29T00:00:00,1610612763,Memphis,Grizzlies,MEM,112,1610612754,Indiana,Pacers,IND,100
12300008,22200728,2023-01-25T00:00:00,1610612761,Toronto,Raptors,TOR,113,1610612758,Sacramento,Kings,SAC,95
12300009,22200675,2023-01-18T00:00:00,1610612746,LA,Clippers,LAC,103,1610612762,Utah,Jazz,UTA,126
12300010,22200969,2023-03-05T00:00:00,1610612752,New York,Knicks,NYK,131,1610612738,Boston,Celtics,BOS,129
12300011,22201018,2023-03-12T00:00:00,1610612760,Oklahoma City,Thunder,OKC,102,1610612759,San Antonio,Spurs,SAS,90
12300012,22200757,2023-01-30T00:00:00,1610612747,Los Angeles,Lakers,LAL,104,1610612751,Brooklyn,Nets,BKN,121
12300015,22201131,2023-03-28T00:00:00,1610612737,Atlanta,Hawks,ATL,120,1610612739,Cleveland,Cavaliers,CLE,118
12300016,22200904,2023-02-25T00:00:00,1610612748,Miami,Heat,MIA,103,1610612766,Charlotte,Hornets,CHA,108
12300017,22200993,2023-03-09T00:00:00,1610612745,Houston,Rockets,HOU,125,1610612754,Indiana,Pacers,IND,134
12300018,22201208,2023-04-07T00:00:00,1610612763,Memphis,Grizzlies,MEM,137,1610612749,Milwaukee,Bucks,MIL,114
12300019,22200922,2023-02-27T00:00:00,1610612740,New Orleans,Pelicans,NOP,93,1610612753,Orlando,Magic,ORL,101
12300020,12300009,2023-10-08T00:00:00,1610612746,LA,Clippers,LAC,96,1610612762,Utah,Jazz,UTA,101
12300021,42200226,2023-05-11T00:00:00,1610612756,Phoenix,Suns,PHX,100,1610612743,Denver,Nuggets,DEN,125
12300023,12300006,2023-10-08T00:00:00,1610612755,Philadelphia,76ers,PHI,106,1610612738,Boston,Celtics,BOS,114
12300024,22200677,2023-01-18T00:00:00,1610612747,Los Angeles,Lakers,LAL,111,1610612758,Sacramento,Kings,SAC,116
12300025,22200823,2023-02-08T00:00:00,1610612764,Washington,Wizards,WAS,118,1610612766,Charlotte,Hornets,CHA,104
12300026,22201197,2023-04-06T00:00:00,1610612739,Cleveland,Cavaliers,CLE,118,1610612753,Orlando,Magic,ORL,94
12300027,22201142,2023-03-29T00:00:00,1610612760,Oklahoma City,Thunder,OKC,107,1610612765,Detroit,Pistons,DET,106
12300028,22201115,2023-03-26T00:00:00,1610612737,Atlanta,Hawks,ATL,119,1610612763,Memphis,Grizzlies,MEM,123
12300030,22200989,2023-03-08T00:00:00,1610612741,Chicago,Bulls,CHI,117,1610612743,Denver,Nuggets,DEN,96
12300031,22201067,2023-03-19T00:00:00,1610612740,New Orleans,Pelicans,NOP,117,1610612745,Houston,Rockets,HOU,107
12300032,22200139,2022-11-05T00:00:00,1610612757,Portland,Trail Blazers,POR,82,1610612756,Phoenix,Suns,PHX,102
12300033,22200439,2022-12-17T00:00:00,1610612759,San Antonio,Spurs,SAS,101,1610612748,Miami,Heat,MIA,111
12300034,12300003,2023-10-07T00:00:00,1610612747,Los Angeles,Lakers,LAL,108,1610612744,Golden State,Warriors,GSW,125
12300035,22200818,2023-02-07T00:00:00,1610612737,Atlanta,Hawks,ATL,107,1610612740,New Orleans,Pelicans,NOP,116
12300036,22201073,2023-03-20T00:00:00,1610612752,New York,Knicks,NYK,134,1610612750,Minnesota,Timberwolves,MIN,140
12300037,22201091,2023-03-22T00:00:00,1610612762,Utah,Jazz,UTA,115,1610612757,Portland,Trail Blazers,POR,127
12300038,22201134,2023-03-28T00:00:00,1610612766,Charlotte,Hornets,CHA,137,1610612760,Oklahoma City,Thunder,OKC,134
12300039,22201036,2023-03-15T00:00:00,1610612748,Miami,Heat,MIA,138,1610612763,Memphis,Grizzlies,MEM,119
12300041,22200834,2023-02-09T00:00:00,1610612747,Los Angeles,Lakers,LAL,106,1610612749,Milwaukee,Bucks,MIL,115
12300042,12300030,2023-10-12T00:00:00,1610612743,Denver,Nuggets,DEN,124,1610612741,Chicago,Bulls,CHI,133
12300043,42200167,2023-04-30T00:00:00,1610612758,Sacramento,Kings,SAC,100,1610612744,Golden State,Warriors,GSW,120
12300044,22201107,2023-03-25T00:00:00,1610612754,Indiana,Pacers,IND,130,1610612737,Atlanta,Hawks,ATL,143
12300046,42200124,2023-04-22T00:00:00,1610612751,Brooklyn,Nets,BKN,88,1610612755,Philadelphia,76ers,PHI,96
12300047,22200967,2023-03-05T00:00:00,1610612759,San Antonio,Spurs,SAS,110,1610612745,Houston,Rockets,HOU,142
12300049,12300032,2023-10-12T00:00:00,1610612756,Phoenix,Suns,PHX,122,1610612757,Portland,Trail Blazers,POR,111
12300050,12300019,2023-10-10T00:00:00,1610612753,Orlando,Magic,ORL,122,1610612740,New Orleans,Pelicans,NOP,105
12300051,12300010,2023-10-09T00:00:00,1610612738,Boston,Celtics,BOS,107,1610612752,New York,Knicks,NYK,114
12300052,52200111,2023-04-12T00:00:00,1610612741,Chicago,Bulls,CHI,109,1610612761,Toronto,Raptors,TOR,105
12300053,22200168,2022-11-09T00:00:00,1610612760,Oklahoma City,Thunder,OKC,132,1610612749,Milwaukee,Bucks,MIL,136
12300055,22200918,2023-02-26T00:00:00,1610612746,LA,Clippers,LAC,124,1610612743,Denver,Nuggets,DEN,134
12300056,22201108,2023-03-25T00:00:00,1610612748,Miami,Heat,MIA,100,1610612751,Brooklyn,Nets,BKN,129
